name,class,navy,normal displacement,shaft horsepower,speed,year,power to weight
SMS_Árpád,Habsburg-class_battleship,Austria-Hungary,8887.968,12876.300000000001,19,1901,1.4487338388257023
HMS_Africa_(1905),King Edward VII-class_battleship,United Kingdom,15834.36,16200,18,1904,1.0230915553265176
HMS_Agamemnon_(1906),Lord Nelson-class_battleship,United Kingdom,16764,15912.5,18,1906,0.9492066332617514
HMS_Agincourt_(1913),HMS_Agincourt_(1913),United Kingdom,28508.129308293443,34000,22,1913,1.1926422681866007
HMS_Ajax_(1912),King George V-class_battleship,United Kingdom,25826.72,27000,21,1912,1.0454289201261329
Japanese_battleship_Aki,Satsuma-class_battleship,Empire of Japan,20421.6,24000,20,1907,1.1752262310494772
USS_Alabama_(BB-8),Illinois-class_battleship,United States,11750.04,9000,16,1898,0.7659548393026746
USS_Alabama_(BB-60),South Dakota-class_battleship (1939),United States,46610.48914258532,130000,27,1942,2.789071781725339
HMS_Albemarle_(1901),Duncan-class_battleship,United Kingdom,13482.32,16200,19,1901,1.2015736164102322
HMS_Albion_(1898),Canopus-class_battleship,United Kingdom,13210.183056014135,12150,18,1898,0.9197450140154212
Spanish_battleship_Alfonso_XIII,España-class_battleship,Spain,15700,15500,19,1913,0.9872611464968153
Chilean_battleship_Almirante_Latorre,Almirante Latorre-class_battleship,Chile,29057.6,37000,22,1913,1.2733329662463522
Italian_battleship_Ammiraglio_di_Saint_Bon,Ammiraglio di Saint Bon-class_battleship,Kingdom of Italy,10243.312,12866.4,18,1897,1.2560781122355738
Italian_battleship_Andrea_Doria,Andrea Doria-class_battleship,Kingdom of Italy,23237.542404725602,30000,21,1913,1.29101431973715
Russian_battleship_Andrei_Pervozvanny,Andrei Pervozvanny-class_battleship,Russian Empire,17597.12,16720,18,1906,0.9501554799876344
HMS_Anson_(79),King George V-class_battleship (1939),United Kingdom,43281.6,110300,29,1940,2.548427045210898
USS_Arizona_(BB-39),Pennsylvania-class_battleship,United States,35793.22208110358,33376,21,1915,0.932467044301672
USS_Arkansas_(BB-33),Wyoming-class_battleship,United States,26416,28000,20,1911,1.0599636583888552
Japanese_battleship_Asahi,Japanese_battleship_Asahi,Empire of Japan,15443.2,13500,18,1899,0.8741711562370493
HMS_Audacious_(1912),King George V-class_battleship,United Kingdom,25826.72,27000,21,1912,1.0454289201261329
SMS_Zähringen,Wittelsbach-class_battleship,German Empire,11774,14000,18,1901,1.1890606420927468
SMS_Zrínyi,Radetzky-class_battleship,Austria-Hungary,14732,20000,20,1910,1.357588922074396
SMS_Babenberg,Habsburg-class_battleship,Austria-Hungary,8964.168,14400,19,1902,1.6063955963342054
SMS_Baden_(1915),Bayern-class_battleship,German Empire,28530,35000,21,1915,1.2267788293024886
HMS_Barfleur_(1892),Centurion-class_battleship,United Kingdom,10804.144,8100,17,1892,0.7497123326012686
HMS_Barham_(04),Queen Elizabeth-class_battleship,United Kingdom,33111.44,56000,24,1914,1.6912583687088207
SMS_Bayern_(1915),Bayern-class_battleship,German Empire,28530,35000,22,1915,1.2267788293024886
HMS_Bellerophon_(1907),Bellerophon-class_battleship,United Kingdom,18893.536,23000,21,1907,1.2173475626796382
HMS_Benbow_(1913),Iron Duke-class_battleship,United Kingdom,25400,29000,21,1913,1.141732283464567
Italian_battleship_Benedetto_Brin,Regina Margherita-class_battleship,Kingdom of Italy,13426.44,18427.5,20,1901,1.3724784827549223
German_battleship_Bismarck,Bismarck-class_battleship,Nazi Germany,46840.85952043024,150170,30,1939,3.205961665466481
Russian_battleship_Borodino,Borodino-class_battleship,Russian Empire,14316.456,14670,18,1901,1.024694938468012
French_battleship_Bouvet,French_battleship_Bouvet,France,12200,14000,18,1896,1.1475409836065573
SMS_Brandenburg,Brandenburg-class_battleship,German Empire,10013,10000,16,1891,0.9987016878058524
SMS_Braunschweig,Braunschweig-class_battleship,German Empire,13208,14400,18,1902,1.0902483343428224
French_battleship_Brennus,French_battleship_Brennus,France,10676.641925391448,12500,17,1891,1.1707801092656482
French_battleship_Bretagne,Bretagne-class_battleship,France,23936,28000,20,1913,1.1697860962566844
HMS_Britannia_(1904),King Edward VII-class_battleship,United Kingdom,15834.36,16200,18,1904,1.0230915553265176
HMS_Bulwark_(1899),London-class_battleship,United Kingdom,15611.856,13500,18,1899,0.8647274225434823
HMS_Caesar_(1896),Majestic-class_battleship,United Kingdom,16316.96,9000,16,1896,0.5515733322873869
Italian_battleship_Duilio,Andrea Doria-class_battleship,Kingdom of Italy,23224.386773941253,30000,21,1913,1.2917456246320043
USS_California_(BB-44),Tennessee-class_battleship,United States,32816.8,28600,21,1919,0.87150483898491
HMS_Canopus_(1897),Canopus-class_battleship,United Kingdom,13210.183056014135,12150,18,1897,0.9197450140154212
French_battleship_Carnot,French_battleship_Carnot,France,11954,14670,17,1894,1.2272042830851597
HMS_Centurion_(1892),Centurion-class_battleship,United Kingdom,10804.144,8100,17,1892,0.7497123326012686
HMS_Centurion_(1911),King George V-class_battleship,United Kingdom,25826.72,27000,21,1911,1.0454289201261329
French_battleship_Charlemagne,Charlemagne-class_battleship,France,11415,14200,18,1895,1.2439772229522559
French_battleship_Charles_Martel,French_battleship_Charles_Martel,France,11839,13070,18,1893,1.1039783765520736
HMS_Collingwood_(1908),St. Vincent-class_battleship,United Kingdom,20015.2,24500,21,1908,1.2240697070226627
USS_Colorado_(BB-45),Colorado-class_battleship,United States,30708.429174984147,31268,21,1921,1.0182220595468197
HMS_Colossus_(1910),Colossus-class_battleship (1910),United Kingdom,20350.48,25000,21,1910,1.2284722522515439
HMS_Commonwealth_(1903),King Edward VII-class_battleship,United Kingdom,15834.36,16200,18,1903,1.0230915553265176
French_battleship_Condorcet,Danton-class_battleship,France,18754,22500,19,1909,1.1997440546016849
USS_Connecticut_(BB-18),Connecticut-class_battleship,United States,16256,14850,18,1904,0.9135088582677166
HMS_Conqueror_(1911),Orion-class_battleship,United Kingdom,22272.752,27000,21,1911,1.212243552121444
Italian_battleship_Conte_di_Cavour,Conte di Cavour-class_battleship,Kingdom of Italy,26349.284240801353,31000,22,1911,1.1765025462056804
HMS_Cornwallis_(1901),Duncan-class_battleship,United Kingdom,13482.32,16200,19,1901,1.2015736164102322
French_battleship_Courbet,Courbet-class_battleship,France,23475,28000,21,1911,1.192758253461129
Italian_battleship_Dante_Alighieri,Italian_battleship_Dante_Alighieri,Kingdom of Italy,19864.832,32190,22,1910,1.6204516605023391
French_battleship_Danton,Danton-class_battleship,France,18754,22500,19,1909,1.1997440546016849
USS_Delaware_(BB-28),Delaware-class_battleship,United States,20706.08,25000,21,1909,1.2073748386947214
French_battleship_Démocratie,Liberté-class_battleship,France,13991.37772104948,15570,18,1904,1.112828222525616
SMS_Deutschland_(1904),Deutschland-class_battleship,German Empire,13191,15781.14795512,18,1904,1.1963572098491395
French_battleship_Diderot,Danton-class_battleship,France,18754,22500,19,1909,1.1997440546016849
HMS_Dominion_(1903),King Edward VII-class_battleship,United Kingdom,15834.36,16200,18,1903,1.0230915553265176
HMS_Dreadnought_(1906),HMS_Dreadnought_(1906),United Kingdom,18409.92,23000,21,1906,1.249326450087779
HMS_Duke_of_York_(17),King George V-class_battleship (1939),United Kingdom,38869.34701152803,110000,28,1940,2.8299935156455227
HMS_Duncan_(1901),Duncan-class_battleship,United Kingdom,13482.32,16200,19,1901,1.2015736164102322
French_battleship_Dunkerque,Dunkerque-class_battleship,France,29766.973076532406,135585,29,1935,4.554880324962974
Russian_battleship_Dvenadsat_Apostolov,Russian_battleship_Dvenadsat_Apostolov,Russian Empire,8849.36,7650,14,1890,0.8644692949546633
SMS_Elsass,Braunschweig-class_battleship,German Empire,13208,14400,18,1903,1.0902483343428224
Italian_battleship_Emanuele_Filiberto,Ammiraglio di Saint Bon-class_battleship,Kingdom of Italy,9799.32,12169.800000000001,18,1897,1.2419024993570984
HMS_Emperor_of_India,Iron Duke-class_battleship,United Kingdom,25400,29000,21,1913,1.141732283464567
HMS_Empress_of_India_(1891),Royal Sovereign-class_battleship,United Kingdom,14376.4,9900,17,1891,0.6886285857377369
HMS_Erin,Reşadiye-class_battleship,United Kingdom,23144.48,26500,21,1913,1.144981438338645
SMS_Erzherzog_Ferdinand_Max,Erzherzog Karl-class_battleship,Austria-Hungary,10639.552,17100,20,1905,1.6072105291651377
SMS_Erzherzog_Franz_Ferdinand,Radetzky-class_battleship,Austria-Hungary,14740.128,18810,20,1908,1.276108321447412
SMS_Erzherzog_Friedrich,Erzherzog Karl-class_battleship,Austria-Hungary,10639.552,16200,20,1904,1.522620501314341
SMS_Erzherzog_Karl,Erzherzog Karl-class_battleship,Austria-Hungary,10639.552,16200,20,1903,1.522620501314341
Spanish_battleship_España,España-class_battleship,Spain,15700,15500,19,1912,0.9872611464968153
Russian_battleship_Evstafi,Evstafi-class_battleship,Russian Empire,12941.808,10070,16,1906,0.7780983924348127
HMS_Exmouth_(1901),Duncan-class_battleship,United Kingdom,13482.32,16200,19,1901,1.2015736164102322
USS_Florida_(BB-30),Florida-class_battleship,United States,21825,28000,21,1910,1.2829324169530356
HMS_Formidable_(1898),Formidable-class_battleship,United Kingdom,14732,13500,18,1898,0.9163725224002172
French_battleship_France,Courbet-class_battleship,France,23475,28000,21,1912,1.192758253461129
SMS_Friedrich_der_Grosse_(1911),Kaiser-class_battleship,German Empire,24724,27617.00892146,22,1911,1.1170121712287657
Japanese_battleship_Fuji,Fuji-class_battleship,Empire of Japan,12425.68,12150,18,1896,0.977813689069733
Japanese_battleship_Fusō,Fusō-class_battleship,Empire of Japan,33472.99492302077,40000,23,1914,1.1949931606654753
Russian_battleship_Gangut,Gangut-class_battleship,Russian Empire,24800,52000,24,1911,2.096774193548387
French_battleship_Gaulois,Charlemagne-class_battleship,France,11260,14200,17,1896,1.2611012433392539
USS_Georgia_(BB-15),Virginia-class_battleship,United States,15187.168,17100,19,1904,1.1259505392973859
Italian_battleship_Giulio_Cesare,Conte di Cavour-class_battleship,Kingdom of Italy,26349.284240801353,31000,21,1911,1.1765025462056804
HMS_Glory_(1899),Canopus-class_battleship,United Kingdom,13210.183056014135,12150,18,1899,0.9197450140154212
German_battleship_Gneisenau,Scharnhorst-class_battleship,Nazi Germany,36634.269929388574,165930,31,1936,4.529365545425771
HMS_Goliath_(1898),Canopus-class_battleship,United Kingdom,13210.183056014135,12150,18,1898,0.9197450140154212
SMS_Grosser_Kurfürst_(1913),König-class_battleship,German Empire,25796,45567.9306182,21,1913,1.7664727329120793
SMS_Habsburg,Habsburg-class_battleship,Austria-Hungary,8964.168,13556.7,19,1900,1.5123210542238834
HMS_Hannibal_(1896),Majestic-class_battleship,United Kingdom,16316.96,9000,16,1896,0.5515733322873869
SMS_Hannover,Deutschland-class_battleship,German Empire,13191,17453.40250135,18,1905,1.323129596038966
Japanese_battleship_Hatsuse,Shikishima-class_battleship,Empire of Japan,14540.992,13050,18,1899,0.8974628415998028
SMS_Helgoland_(1909),Helgoland-class_battleship,German Empire,22808,28000,20,1909,1.227639424763241
HMS_Hercules_(1910),Colossus-class_battleship (1910),United Kingdom,20350.48,25000,21,1910,1.2284722522515439
SMS_Hessen,Braunschweig-class_battleship,German Empire,13208,16000,18,1903,1.2113870381586918
HMS_Hibernia_(1905),King Edward VII-class_battleship,United Kingdom,15834.36,17100,18,1905,1.0799299750668798
HMS_Hindustan_(1903),King Edward VII-class_battleship,United Kingdom,15834.36,16200,18,1903,1.0230915553265176
HMS_Hood_(1891),Royal Sovereign-class_battleship,United Kingdom,15016.48,9900,17,1891,0.6592756757908644
HMS_Howe_(32),King George V-class_battleship (1939),United Kingdom,45222.16,110000,28,1940,2.4324357792728164
Japanese_battleship_Hyūga,Ise-class_battleship,Empire of Japan,34214.81035772802,45000,23,1917,1.3152199158641824
USS_Idaho_(BB-24),Mississippi-class_battleship,United States,13209,10000,17,1905,0.7570595805889924
USS_Idaho_(BB-42),New Mexico-class_battleship,United States,32512,32000,21,1917,0.984251968503937
French_battleship_Iéna,French_battleship_Iéna,France,11688,16500,18,1898,1.4117043121149897
USS_Illinois_(BB-7),Illinois-class_battleship,United States,11750.04,9000,16,1898,0.7659548393026746
HMS_Illustrious_(1896),Majestic-class_battleship,United Kingdom,16316.96,9000,16,1896,0.5515733322873869
Russian_battleship_Imperatritsa_Ekaterina_Velikaya,Imperatritsa Mariya-class_battleship,Russian Empire,25038.304,27000,21,1914,1.0783477986368406
Russian_battleship_Imperatritsa_Mariya,Imperatritsa Mariya-class_battleship,Russian Empire,23787.608,26000,21,1913,1.09300607274174
Russian_battleship_Imperator_Aleksandr_III,Borodino-class_battleship,Russian Empire,23787.608,26000,21,1901,1.09300607274174
Russian_battleship_Imperator_Aleksandr_III,Imperatritsa Mariya-class_battleship,Russian Empire,23787.608,26000,21,1914,1.09300607274174
Russian_battleship_Imperator_Pavel_I,Andrei Pervozvanny-class_battleship,Russian Empire,17597.12,16720,18,1907,0.9501554799876344
HMS_Implacable_(1899),Formidable-class_battleship,United Kingdom,14732,13500,18,1899,0.9163725224002172
USS_Indiana_(BB-1),Indiana-class_battleship,United States,12629.147018670472,9000,15,1893,0.7126372023933784
USS_Indiana_(BB-58),South Dakota-class_battleship (1939),United States,46610.48914258532,130000,27,1941,2.789071781725339
USS_Iowa_(BB-4),USS_Iowa_(BB-4),United States,11592.56,9900,16,1896,0.853996011234792
USS_Iowa_(BB-61),Iowa-class_battleship,United States,58460.64,212000,33,1942,3.6263715210781133
HMS_Iron_Duke_(1912),Iron Duke-class_battleship,United Kingdom,25400,29000,21,1912,1.141732283464567
HMS_Irresistible_(1898),Formidable-class_battleship,United Kingdom,14732,13500,18,1898,0.9163725224002172
Japanese_battleship_Ise,Ise-class_battleship,Empire of Japan,34214.81035772802,45000,23,1916,1.3152199158641824
Spanish_battleship_Jaime_I,España-class_battleship,Spain,15700,15500,19,1914,0.9872611464968153
French_battleship_Jauréguiberry,French_battleship_Jauréguiberry,France,11818,12996.9,17,1893,1.0997546116094092
French_battleship_Jean_Bart,Courbet-class_battleship,France,23475,28000,21,1911,1.192758253461129
French_battleship_Jean_Bart,Richelieu-class_battleship,France,42511.73068129983,155000,32,1940,3.6460524546035904
HMS_Jupiter_(1895),Majestic-class_battleship,United Kingdom,16316.96,9000,16,1895,0.5515733322873869
French_battleship_Justice,Liberté-class_battleship,France,13991.37772104948,15570,18,1904,1.112828222525616
SMS_Kaiser_(1911),Kaiser-class_battleship,German Empire,24724,27617.00892146,23,1911,1.1170121712287657
SMS_Kaiser_Barbarossa,Kaiser Friedrich III-class_battleship,German Empire,11097,13000,17,1900,1.1714877894926556
SMS_Kaiser_Friedrich_III,Kaiser Friedrich III-class_battleship,German Empire,11097,13000,17,1896,1.1714877894926556
SMS_Kaiser_Karl_der_Grosse,Kaiser Friedrich III-class_battleship,German Empire,11097,13000,17,1899,1.1714877894926556
SMS_Kaiser_Wilhelm_II,Kaiser Friedrich III-class_battleship,German Empire,11097,12821.51220249,17,1897,1.1554034606190862
SMS_Kaiser_Wilhelm_der_Grosse,Kaiser Friedrich III-class_battleship,German Empire,11097,13000,17,1899,1.1714877894926556
SMS_Kaiserin,Kaiser-class_battleship,German Empire,24724,27617.00892146,22,1911,1.1170121712287657
Japanese_battleship_Kashima,Katori-class_battleship,Empire of Japan,16645.128,15010,18,1905,0.9017653694222116
Japanese_battleship_Katori,Katori-class_battleship,Empire of Japan,16205.2,16000,18,1905,0.9873373978722879
Japanese_battleship_Kawachi,Kawachi-class_battleship,Empire of Japan,22182.328,25000,21,1910,1.127023277268283
USS_Kearsarge_(BB-5),Kearsarge-class_battleship,United States,10468.9118996,10506.6,17,1898,1.0036000016774849
USS_Kentucky_(BB-6),Kearsarge-class_battleship,United States,10468.9118996,10961.1,16,1898,1.0470142556476005
HMS_King_Edward_VII,King Edward VII-class_battleship,United Kingdom,15834.36,16200,18,1903,1.0230915553265176
HMS_King_George_V_(1911),King George V-class_battleship,United Kingdom,25826.72,27000,21,1911,1.0454289201261329
HMS_King_George_V_(41),King George V-class_battleship (1939),United Kingdom,42200,125000,28,1939,2.962085308056872
Russian_battleship_Potemkin,Russian_battleship_Potemkin,Russian Empire,13107,9540,32,1900,0.7278553444724193
Russian_battleship_Knyaz_Suvorov,Borodino-class_battleship,Russian Empire,14645.64,14017.5,17,1902,0.9571107851893124
SMS_König,König-class_battleship,German Empire,25796,45567.9306182,21,1913,1.7664727329120793
SMS_König_Albert,Kaiser-class_battleship,German Empire,24724,27617.00892146,22,1912,1.1170121712287657
SMS_Kronprinz_(1914),König-class_battleship,German Empire,25796,45567.9306182,21,1914,1.7664727329120793
SMS_Kurfürst_Friedrich_Wilhelm,Brandenburg-class_battleship,German Empire,10013,10000,16,1891,0.9987016878058524
Italian_battleship_Leonardo_da_Vinci,Conte di Cavour-class_battleship,Kingdom of Italy,26349.284240801353,31000,21,1911,1.1765025462056804
French_battleship_Liberté,Liberté-class_battleship,France,13991.37772104948,16435,18,1905,1.1746520126659281
